"annee","filiere","equipement","acteur","specif1","specif2","statut_prod","quantite","tonnage"
2024,"ABJ","N/A","FR000017","FAM_2",,"DIS",2514822,11186.6592542
2024,"ABJ","N/A","FR000017","FAM_2",,"FAB",156882,7237.7971174
2024,"ABJ","N/A","FR000017","FAM_2",,"IMP",2158130,17699.850302
2024,"ABJ","N/A","FR000017","FAM_2",,"PMH",969423,1195.6505651
2024,"ABJ","N/A","FR000017","FAM_2",,"REV",1005641,3982.158732
2024,"ABJ","N/A","FR013024","FAM_3",,"DIS",6194612,5357.04
2024,"ABJ","N/A","FR013024","FAM_3",,"FAB",311937,28904.93
2024,"ABJ","N/A","FR013024","FAM_3",,"PMH",1559675,2442.33
2024,"ABJ","N/A","FR013024","FAM_3",,"REV",6462198,48022.24
2024,"ABJ","N/A","FR013024","FAM_4",,"DIS",2832990,9473.53
2024,"ABJ","N/A","FR013024","FAM_4",,"FAB",1985840,59754.21
2024,"ABJ","N/A","FR013024","FAM_4",,"PMH",980460,9010.41
2024,"ABJ","N/A","FR013024","FAM_4",,"REV",18141955,178715.43
2024,"ABJ","N/A","FR200004","FAM_1",,"FAB",7468782,448.11406
2024,"ABJ","N/A","FR200004","FAM_1",,"IMP",64786505,3887.17656
2024,"ABJ","N/A","FR200004","FAM_1",,"REV",62111892,3726.7
2024,"ABJ","N/A","FR292827","FAM_3",,"DIS",2676,1.0003954
2024,"ABJ","N/A","FR292827","FAM_3",,"FAB",4021802,6801.3173818
2024,"ABJ","N/A","FR292827","FAM_3",,"IMP",1810062,1036.7109154
2024,"ABJ","N/A","FR292827","FAM_3",,"PMH",230,0.02875
2024,"ABJ","N/A","FR292827","FAM_3",,"REV",304745,1302.0885718
2024,"ABJ","N/A","FR292827","FAM_4",,"DIS",5392,58.9543124
2024,"ABJ","N/A","FR292827","FAM_4",,"FAB",155341,948.8086923
2024,"ABJ","N/A","FR292827","FAM_4",,"IMP",20025,119.6395663
2024,"ABJ","N/A","FR292827","FAM_4",,"REV",144591,425.8982848
2024,"ASL","N/A","FR000017","CAT_1",,"DIS",3472992,2793.3009429
2024,"ASL","N/A","FR000017","CAT_1",,"FAB",3800367,5479.4043471
2024,"ASL","N/A","FR000017","CAT_1",,"IMP",12735779,6621.0827864
2024,"ASL","N/A","FR000017","CAT_1",,"PMH",3350805,2066.479798
2024,"ASL","N/A","FR000017","CAT_1",,"REV",13614358,14381.5237501
2024,"ASL","N/A","FR000017","CAT_2",,"DIS",107696470,7936.5430843
2024,"ASL","N/A","FR000017","CAT_2",,"FAB",70800833,9395.4205877
2024,"ASL","N/A","FR000017","CAT_2",,"IMP",153886337,24431.168482
2024,"ASL","N/A","FR000017","CAT_2",,"PMH",11321980,8353.2604939
2024,"ASL","N/A","FR000017","CAT_2",,"REV",45022999,33092.6230009
2024,"BAT","PORT","FR006124","ACCU_LI",,"DIS",22586191,1079.805781
2024,"BAT","PORT","FR006124","ACCU_LI",,"IMP",50604023,2908.401067
2024,"BAT","PORT","FR006124","ACCU_NICD",,"DIS",37652,0.368891
2024,"BAT","PORT","FR006124","ACCU_NICD",,"IMP",171250,12.86071
2024,"BAT","PORT","FR006124","ACCU_NIMH",,"DIS",3050744,106.070123
2024,"BAT","PORT","FR006124","ACCU_NIMH",,"IMP",43419790,1008.219192
2024,"BAT","PORT","FR006124","ACCU_PB",,"DIS",30770,94.921372
2024,"BAT","PORT","FR006124","ACCU_PB",,"IMP",391018,496.477338
2024,"BAT","PORT","FR006124","BOU_AG",,"DIS",1515847,1.663947
2024,"BAT","PORT","FR006124","BOU_AG",,"IMP",23862697,12.23559
2024,"BAT","PORT","FR006124","BOU_ALC",,"DIS",2995867,4.879056
2024,"BAT","PORT","FR006124","BOU_ALC",,"IMP",83250137,120.402876
2024,"BAT","PORT","FR006124","BOU_LI",,"DIS",7584497,20.520802
2024,"BAT","PORT","FR006124","BOU_LI",,"IMP",170436016,614.982232
2024,"BAT","PORT","FR006124","BOU_ZNAI",,"DIS",18861,0.010847
2024,"BAT","PORT","FR006124","BOU_ZNAI",,"IMP",62339679,36.372708
2024,"BAT","PORT","FR006124","PIL_ALC",,"DIS",7581660,137.1144
2024,"BAT","PORT","FR006124","PIL_ALC",,"IMP",855030310,16405.743348
2024,"BAT","PORT","FR006124","PIL_LI",,"DIS",975197,20.535226
2024,"BAT","PORT","FR006124","PIL_LI",,"IMP",19101727,234.621535
2024,"BAT","PORT","FR006124","PIL_SAL",,"DIS",2865302,47.449628
2024,"BAT","PORT","FR006124","PIL_SAL",,"IMP",23649363,418.482804
2024,"BAT","PORT","FR006124","PIL_ZNAI",,"DIS",27207,2.672259
2024,"BAT","PORT","FR006124","PIL_ZNAI",,"IMP",18919,52.756203
2024,"BAT","PORT","FR006126","ACCU_LI",,"DIS",21570671,1587.1993673
2024,"BAT","PORT","FR006126","ACCU_LI",,"FAB",587454,23.6510141
2024,"BAT","PORT","FR006126","ACCU_LI",,"IMP",55502286,7704.8791702
2024,"BAT","PORT","FR006126","ACCU_LI",,"PMH",1973310,400.4173758
2024,"BAT","PORT","FR006126","ACCU_LI",,"REV",4290404,54.7153519
2024,"BAT","PORT","FR006126","ACCU_NA",,"DIS",37737,12.4038952
2024,"BAT","PORT","FR006126","ACCU_NA",,"IMP",5409,0.3902251
2024,"BAT","PORT","FR006126","ACCU_NICD",,"DIS",5288,0.1963451
2024,"BAT","PORT","FR006126","ACCU_NICD",,"FAB",500,0.024
2024,"BAT","PORT","FR006126","ACCU_NICD",,"IMP",286595,11.5874033
2024,"BAT","PORT","FR006126","ACCU_NICD",,"REV",5169,0.459623
2024,"BAT","PORT","FR006126","ACCU_NIMH",,"DIS",780871,21.2244334
2024,"BAT","PORT","FR006126","ACCU_NIMH",,"FAB",1505272,32.3386804
2024,"BAT","PORT","FR006126","ACCU_NIMH",,"IMP",11024270,224.6066943
2024,"BAT","PORT","FR006126","ACCU_NIMH",,"PMH",30495,1.284545
2024,"BAT","PORT","FR006126","ACCU_NIMH",,"REV",54715,1.6628748
2024,"BAT","PORT","FR006126","ACCU_PB",,"DIS",10161,19.808344
2024,"BAT","PORT","FR006126","ACCU_PB",,"FAB",4,0.024
2024,"BAT","PORT","FR006126","ACCU_PB",,"IMP",121757,655.499688
2024,"BAT","PORT","FR006126","ACCU_PB",,"REV",26124,68.839967
2024,"BAT","PORT","FR006126","BOU_AG",,"DIS",410971,0.3263477
2024,"BAT","PORT","FR006126","BOU_AG",,"FAB",75348,0.0286322
2024,"BAT","PORT","FR006126","BOU_AG",,"IMP",2244907,1.588949
2024,"BAT","PORT","FR006126","BOU_AG",,"PMH",422,0.0004642
2024,"BAT","PORT","FR006126","BOU_AG",,"REV",40713,0.113359
2024,"BAT","PORT","FR006126","BOU_ALC",,"DIS",2706694,3.7379332
2024,"BAT","PORT","FR006126","BOU_ALC",,"FAB",910327,2.0635332
2024,"BAT","PORT","FR006126","BOU_ALC",,"IMP",17348145,29.4032961
2024,"BAT","PORT","FR006126","BOU_ALC",,"PMH",5021,0.0210211
2024,"BAT","PORT","FR006126","BOU_ALC",,"REV",1985950,8.0743156
2024,"BAT","PORT","FR006126","BOU_LI",,"DIS",3108493,9.5872546
2024,"BAT","PORT","FR006126","BOU_LI",,"FAB",249149,0.7098168
2024,"BAT","PORT","FR006126","BOU_LI",,"IMP",31516108,126.6216367
2024,"BAT","PORT","FR006126","BOU_LI",,"PMH",8419,0.0303752
2024,"BAT","PORT","FR006126","BOU_LI",,"REV",205353,1.0926308
2024,"BAT","PORT","FR006126","BOU_LI_RECHARGEABLE",,"DIS",22499,0.093944
2024,"BAT","PORT","FR006126","BOU_LI_RECHARGEABLE",,"FAB",1548,0.000774
2024,"BAT","PORT","FR006126","BOU_LI_RECHARGEABLE",,"IMP",1456560,4.6001742
2024,"BAT","PORT","FR006126","BOU_LI_RECHARGEABLE",,"PMH",1245554,37.3662369
2024,"BAT","PORT","FR006126","BOU_LI_RECHARGEABLE",,"REV",4736,0.2081068
2024,"BAT","PORT","FR006126","BOU_ZNAI",,"DIS",217428,3.9149692
2024,"BAT","PORT","FR006126","BOU_ZNAI",,"IMP",18491602,11.6783794
2024,"BAT","PORT","FR006126","BOU_ZNAI",,"PMH",2422,0.0032868
2024,"BAT","PORT","FR006126","BOU_ZNAI",,"REV",3187,0.005249
2024,"BAT","PORT","FR006126","PIL_ALC",,"DIS",7926995,145.8014607
2024,"BAT","PORT","FR006126","PIL_ALC",,"FAB",2216341,46.3131828
2024,"BAT","PORT","FR006126","PIL_ALC",,"IMP",123440562,2958.938627
2024,"BAT","PORT","FR006126","PIL_ALC",,"PMH",636350,78.130015
2024,"BAT","PORT","FR006126","PIL_ALC",,"REV",972584,21.5931448
2024,"BAT","PORT","FR006126","PIL_BIO",,"IMP",40,0.0000092
2024,"BAT","PORT","FR006126","PIL_LI",,"DIS",944289,13.1080643
2024,"BAT","PORT","FR006126","PIL_LI",,"FAB",659123,15.3220431
2024,"BAT","PORT","FR006126","PIL_LI",,"IMP",9130067,174.8425337
2024,"BAT","PORT","FR006126","PIL_LI",,"PMH",94583,1.7763659
2024,"BAT","PORT","FR006126","PIL_LI",,"REV",24095,0.8360376
2024,"BAT","PORT","FR006126","PIL_SAL",,"DIS",109899,1.6777426
2024,"BAT","PORT","FR006126","PIL_SAL",,"FAB",14,0.014896
2024,"BAT","PORT","FR006126","PIL_SAL",,"IMP",4940802,126.4389173
2024,"BAT","PORT","FR006126","PIL_SAL",,"PMH",7846,0.0635226
2024,"BAT","PORT","FR006126","PIL_SAL",,"REV",160,0.00144
2024,"BAT","PORT","FR006126","PIL_ZNAI",,"DIS",155128,1.9212857
2024,"BAT","PORT","FR006126","PIL_ZNAI",,"FAB",270,1.296
2024,"BAT","PORT","FR006126","PIL_ZNAI",,"IMP",940524,43.9322118
2024,"BAT","PORT","FR006126","PIL_ZNAI",,"REV",462,0.005082
2024,"BPS","N/A","FR027373","BMR",,"FAB",1678,3239.944
2024,"BPS","N/A","FR027373","BMR",,"IMP",143,367.402
2024,"BPS","N/A","FR027373","BMSR",,"FAB",991,664.11
2024,"BPS","N/A","FR027373","BMSR",,"IMP",196,144.009
2024,"BPS","N/A","FR027373","PNEUM",,"FAB",452,16.386
2024,"BPS","N/A","FR027373","PNEUM",,"IMP",19,0.696
2024,"BPS","N/A","FR027373","VNMOT",,"FAB",1534,511.12
2024,"BPS","N/A","FR027373","VOIMONO",,"FAB",417,1496.394
2024,"BPS","N/A","FR027373","VOIMONO",,"IMP",76,127.574
2024,"BPS","N/A","FR027373","VOIMULTI",,"FAB",435,3132.46
2024,"BPS","N/A","FR027373","VOIMULTI",,"IMP",4,16.2
2024,"DISP_MED","ELEC","FR200003","INSERTEUR_AVEC_E",,"FAB",1313487,105.9418887
2024,"DISP_MED","ELEC","FR200003","POMPE_AVEC_E",,"FAB",5191252,130.6119104
2024,"DISP_MED","ELEC","FR200003","POMPE_AVEC_E",,"FAB_EXPL",375035,9.4358816
2024,"DISP_MED","STAND","FR200003","AIGUILLE",,"FAB",20019329,5.7255282
2024,"DISP_MED","STAND","FR200003","AIGUILLE",,"FAB_EXPL",2666753,0.7626911
2024,"DISP_MED","STAND","FR200003","AIGUILLE_STYLO",,"FAB",194784081,48.6960202
2024,"DISP_MED","STAND","FR200003","AIGUILLE_STYLO",,"FAB_EXPL",367626643,91.906661
2024,"DISP_MED","STAND","FR200003","AIGUILLE_STYLO",,"REV",5257094,1.3142735
2024,"DISP_MED","STAND","FR200003","AUTOPIQ_AUTOTEST",,"FAB",257187,0.7185793
2024,"DISP_MED","STAND","FR200003","CATETHER",,"FAB",4497493,17.9899719
2024,"DISP_MED","STAND","FR200003","CATETHER",,"FAB_EXPL",1539,0.006156
2024,"DISP_MED","STAND","FR200003","CATETHER",,"REV",15996,0.063984
2024,"DISP_MED","STAND","FR200003","CATETHER_MIO",,"FAB",2349339,38.0757437
2024,"DISP_MED","STAND","FR200003","CATETHER_MIO",,"FAB_EXPL",13839,0.2242887
2024,"DISP_MED","STAND","FR200003","IMIJECT",,"FAB_EXPL",284170,1.13668
2024,"DISP_MED","STAND","FR200003","INSERTEUR_SANS_E",,"FAB",11305840,290.3452642
2024,"DISP_MED","STAND","FR200003","LANC_AUTOPIQ_BAR",,"FAB",432970653,155.869435
2024,"DISP_MED","STAND","FR200003","LANC_AUTOPIQ_BAR",,"FAB_EXPL",31891939,11.481098
2024,"DISP_MED","STAND","FR200003","LANC_AUTOPIQ_BAR",,"REV",31803,0.011449
2024,"DISP_MED","STAND","FR200003","MICROPERFUSEUR",,"FAB_EXPL",149283,0.3275287
2024,"DISP_MED","STAND","FR200003","MICROPERFUSEUR",,"REV",12728,0.0279252
2024,"DISP_MED","STAND","FR200003","SERING_AIG_SOLID",,"EXPL",227332,1.4158235
2024,"DISP_MED","STAND","FR200003","SERING_AIG_SOLID",,"FAB",800362,4.9846546
2024,"DISP_MED","STAND","FR200003","SERING_AIG_SOLID",,"FAB_EXPL",22643504,141.0237415
2024,"DISP_MED","STAND","FR200003","SERING_AIG_SOLID",,"IMP",148,0.0009217
2024,"DISP_MED","STAND","FR200003","SET_TRANSFERT",,"FAB",3857993,15.4319742
2024,"DISP_MED","STAND","FR200003","SET_TRANSFERT",,"FAB_EXPL",189133,0.7565268
2024,"DISP_MED","STAND","FR200003","SET_TRANSFERT",,"IMP",42940,0.1717592
2024,"DISP_MED","STAND","FR200003","STYL_AIG_SERT_RETRAC",,"EXPL",8700,0.2758596
2024,"DISP_MED","STAND","FR200003","STYL_AIG_SERT_RETRAC",,"FAB_EXPL",22258626,705.7765161
2024,"EEE","MEN","FR000017","CAT1","8415","DIS",113619,2150.011054
2024,"EEE","MEN","FR000017","CAT1","8415","FAB",198750,9063.63921
2024,"EEE","MEN","FR000017","CAT1","8415","IMP",493424,18403.974175
2024,"EEE","MEN","FR000017","CAT1","8415","PMH",9753,135.649431
2024,"EEE","MEN","FR000017","CAT1","8415","REV",16619,326.210806
2024,"EEE","MEN","FR000017","CAT1","8418","DIS",71900,1502.42148
2024,"EEE","MEN","FR000017","CAT1","8418","FAB",2000,45.123926
2024,"EEE","MEN","FR000017","CAT1","8418","IMP",362900,14149.208372
2024,"EEE","MEN","FR000017","CAT1","8418","PMH",2365,37.638016
2024,"EEE","MEN","FR000017","CAT1","8418","REV",4121,144.75136
2024,"EEE","MEN","FR000017","CAT1","8421","DIS",1382,7.100092
2024,"EEE","MEN","FR000017","CAT1","8421","IMP",159,7.65826
2024,"EEE","MEN","FR000017","CAT1","8476","DIS",453,5.86072
2024,"EEE","MEN","FR000017","CAT1","8476","IMP",458,1.491988
2024,"EEE","MEN","FR000017","CAT1","8543","DIS",10,0.43
2024,"EEE","MEN","FR000017","CAT2","3406","IMP",3818,1.790847
2024,"EEE","MEN","FR000017","CAT2","8443","DIS",967434,413.62203
2024,"EEE","MEN","FR000017","CAT2","8443","FAB",12976,135.76397
2024,"EEE","MEN","FR000017","CAT2","8443","IMP",444804,2451.345245
2024,"EEE","MEN","FR000017","CAT2","8443","REV",1160,4.4091
2024,"EEE","MEN","FR000017","CAT2","8457","DIS",4167,23.434
2024,"EEE","MEN","FR000017","CAT2","8457","FAB",97,0.03916
2024,"EEE","MEN","FR000017","CAT2","8457","IMP",3092,2.80247
2024,"EEE","MEN","FR000017","CAT2","8457","REV",80,0.074
2024,"EEE","MEN","FR000017","CAT2","8470","DIS",13451,50.934164
2024,"EEE","MEN","FR000017","CAT2","8470","FAB",701,0.75815
2024,"EEE","MEN","FR000017","CAT2","8470","IMP",11802,5.24907
2024,"EEE","MEN","FR000017","CAT2","8470","REV",80,0.022
2024,"EEE","MEN","FR000017","CAT2","8471","DIS",143337,204.807802
2024,"EEE","MEN","FR000017","CAT2","8471","FAB",5876,6.49819
2024,"EEE","MEN","FR000017","CAT2","8471","IMP",5715204,8639.819468
2024,"EEE","MEN","FR000017","CAT2","8471","PMH",89445,73.3302
2024,"EEE","MEN","FR000017","CAT2","8471","REV",612241,1488.102012
2024,"EEE","MEN","FR000017","CAT2","8472","DIS",5321,45.242965
2024,"EEE","MEN","FR000017","CAT2","8472","FAB",65,0.0126
2024,"EEE","MEN","FR000017","CAT2","8472","IMP",109137,128.52064
2024,"EEE","MEN","FR000017","CAT2","8473","DIS",4107,8.1525
2024,"EEE","MEN","FR000017","CAT2","8473","FAB",497,0.2985
2024,"EEE","MEN","FR000017","CAT2","8473","IMP",1399,12.433026
2024,"EEE","MEN","FR000017","CAT2","8479","DIS",7,0.105475
2024,"EEE","MEN","FR000017","CAT2","8479","FAB",245,0.37
2024,"EEE","MEN","FR000017","CAT2","8479","IMP",8488,56.4845
2024,"EEE","MEN","FR000017","CAT2","8479","PMH",99,0.0495
2024,"EEE","MEN","FR000017","CAT2","8517","DIS",25948,46.044669
2024,"EEE","MEN","FR000017","CAT2","8517","FAB",59,0.05884
2024,"EEE","MEN","FR000017","CAT2","8517","IMP",10105,16.031027
2024,"EEE","MEN","FR000017","CAT2","8517","REV",413,0.887
2024,"EEE","MEN","FR000017","CAT2","8525","DIS",641,2.09416
2024,"EEE","MEN","FR000017","CAT2","8525","FAB",1102,2.35022
2024,"EEE","MEN","FR000017","CAT2","8525","IMP",24334,65.821486
2024,"EEE","MEN","FR000017","CAT2","8528","DIS",156225,779.495313
2024,"EEE","MEN","FR000017","CAT2","8528","FAB",4265,8.01838
2024,"EEE","MEN","FR000017","CAT2","8528","IMP",1814939,11077.418132
2024,"EEE","MEN","FR000017","CAT2","8528","PMH",5201,26.5578
2024,"EEE","MEN","FR000017","CAT2","8528","REV",14516,34.743304
2024,"EEE","MEN","FR000017","CAT2","8543","DIS",500,0.05
2024,"EEE","MEN","FR000017","CAT2","8543","IMP",1272,0.03232
2024,"EEE","MEN","FR000017","CAT2","9008","DIS",121,0.223186
2024,"EEE","MEN","FR000017","CAT2","9008","FAB",2511,2.279
2024,"EEE","MEN","FR000017","CAT2","9008","PMH",9,0.0018
2024,"EEE","MEN","FR000017","CAT4","3307","DIS",2230,30.036897
2024,"EEE","MEN","FR000017","CAT4","3307","IMP",1061,9.157976
2024,"EEE","MEN","FR000017","CAT4","3307","REV",7,0.002
2024,"EEE","MEN","FR000017","CAT4","3917","DIS",2073,38.252275
2024,"EEE","MEN","FR000017","CAT4","3917","IMP",2155,20.677595
2024,"EEE","MEN","FR000017","CAT4","3922","DIS",639,3.153036
2024,"EEE","MEN","FR000017","CAT4","3922","IMP",521,3.823
2024,"EEE","MEN","FR000017","CAT4","3922","REV",712,17.8
2024,"EEE","MEN","FR000017","CAT4","3925","DIS",63,0.948342
2024,"EEE","MEN","FR000017","CAT4","3925","IMP",838,37.9828
2024,"EEE","MEN","FR000017","CAT4","3926","DIS",1686,13.480819
2024,"EEE","MEN","FR000017","CAT4","3926","FAB",24,0.0096
2024,"EEE","MEN","FR000017","CAT4","3926","IMP",1634,4.195443
2024,"EEE","MEN","FR000017","CAT4","3926","REV",1569,4.5138
2024,"EEE","MEN","FR000017","CAT4","6301","DIS",1933,49.631011
2024,"EEE","MEN","FR000017","CAT4","6301","IMP",607,3.080813
2024,"EEE","MEN","FR000017","CAT4","6506","DIS",93,3.464422
2024,"EEE","MEN","FR000017","CAT4","6506","FAB",95,0.0114
2024,"EEE","MEN","FR000017","CAT4","6506","IMP",2,0.03
2024,"EEE","MEN","FR000017","CAT4","6702","FAB",9,0.0684
2024,"EEE","MEN","FR000017","CAT4","6702","IMP",1572,5.39044
2024,"EEE","MEN","FR000017","CAT4","6910","DIS",1782,39.955347
2024,"EEE","MEN","FR000017","CAT4","6910","IMP",35,0.82769
2024,"EEE","MEN","FR000017","CAT4","7009","DIS",7323,53.419083
2024,"EEE","MEN","FR000017","CAT4","7009","FAB",389,1.89043
2024,"EEE","MEN","FR000017","CAT4","7009","IMP",752,7.38192
2024,"EEE","MEN","FR000017","CAT4","7009","REV",158428,1170.767247
2024,"EEE","MEN","FR000017","CAT4","7013","DIS",6921,49.695851
2024,"EEE","MEN","FR000017","CAT4","7013","FAB",33,0.04323
2024,"EEE","MEN","FR000017","CAT4","7013","IMP",978,3.788222
2024,"EEE","MEN","FR000017","CAT4","7321","DIS",29056,1240.583574
2024,"EEE","MEN","FR000017","CAT4","7321","FAB",2159,13.05816
2024,"EEE","MEN","FR000017","CAT4","7321","IMP",73291,992.766269
2024,"EEE","MEN","FR000017","CAT4","7321","PMH",1024,10.606165
2024,"EEE","MEN","FR000017","CAT4","7321","REV",1024,43.19775
2024,"EEE","MEN","FR000017","CAT4","7322","DIS",4117,52.018447
2024,"EEE","MEN","FR000017","CAT4","7322","FAB",202,0.48
2024,"EEE","MEN","FR000017","CAT4","7322","IMP",4804,34.913936
2024,"EEE","MEN","FR000017","CAT4","7322","REV",1019,17.00457
2024,"EEE","MEN","FR000017","CAT4","7324","DIS",26942,8.40227
2024,"EEE","MEN","FR000017","CAT4","7324","IMP",1326,141.659
2024,"EEE","MEN","FR000017","CAT4","7326","DIS",2769,27.069809
2024,"EEE","MEN","FR000017","CAT4","7326","FAB",92,1.748
2024,"EEE","MEN","FR000017","CAT4","7326","IMP",509,1.668912
2024,"EEE","MEN","FR000017","CAT4","7326","REV",400,6.4
2024,"EEE","MEN","FR000017","CAT4","8202","DIS",2898,27.199857
2024,"EEE","MEN","FR000017","CAT4","8202","IMP",914,7.293463
2024,"EEE","MEN","FR000017","CAT4","8204","DIS",1744,13.9748
2024,"EEE","MEN","FR000017","CAT4","8204","FAB",9,0.0648
2024,"EEE","MEN","FR000017","CAT4","8204","IMP",8107,219.547164
2024,"EEE","MEN","FR000017","CAT4","8205","DIS",3042,124.866634
2024,"EEE","MEN","FR000017","CAT4","8205","IMP",3451,10.348205
2024,"EEE","MEN","FR000017","CAT4","8214","DIS",2983,37.62324
2024,"EEE","MEN","FR000017","CAT4","8214","IMP",4601,22.118037
2024,"EEE","MEN","FR000017","CAT4","8301","DIS",131,0.4706
2024,"EEE","MEN","FR000017","CAT4","8301","IMP",738,48.676
2024,"EEE","MEN","FR000017","CAT4","8302","DIS",359,4.84523
2024,"EEE","MEN","FR000017","CAT4","8302","IMP",1117,3.55534
2024,"EEE","MEN","FR000017","CAT4","8303","DIS",378,8.631899
2024,"EEE","MEN","FR000017","CAT4","8303","FAB",50,0.15
2024,"EEE","MEN","FR000017","CAT4","8303","IMP",1075,49.58
2024,"EEE","MEN","FR000017","CAT4","8303","REV",164,15.996
2024,"EEE","MEN","FR000017","CAT4","8306","DIS",96,0.141884
2024,"EEE","MEN","FR000017","CAT4","8306","FAB",18,0.00162
2024,"EEE","MEN","FR000017","CAT4","8306","IMP",213,0.184832
2024,"EEE","MEN","FR000017","CAT4","8402","DIS",2717,25.244248
2024,"EEE","MEN","FR000017","CAT4","8402","IMP",15,0.12
2024,"EEE","MEN","FR000017","CAT4","8402","PMH",3340,49.976674
2024,"EEE","MEN","FR000017","CAT4","8402","REV",80,0.044
2024,"EEE","MEN","FR000017","CAT4","8403","DIS",104,2.42235
2024,"EEE","MEN","FR000017","CAT4","8403","REV",80,0.06
2024,"EEE","MEN","FR000017","CAT4","8405","DIS",198,2.350052
2024,"EEE","MEN","FR000017","CAT4","8405","FAB",53,0.275
2024,"EEE","MEN","FR000017","CAT4","8405","REV",47,0.254905
2024,"EEE","MEN","FR000017","CAT4","8412","DIS",23028,196.050552
2024,"EEE","MEN","FR000017","CAT4","8412","IMP",4835,63.41474
2024,"EEE","MEN","FR000017","CAT4","8412","PMH",580,6.6149
2024,"EEE","MEN","FR000017","CAT4","8413","DIS",4635,57.756313
2024,"EEE","MEN","FR000017","CAT4","8413","IMP",15902,204.924606
2024,"EEE","MEN","FR000017","CAT4","8413","PMH",518,1.017352
2024,"EEE","MEN","FR000017","CAT4","8413","REV",47193,352.090756
2024,"EEE","MEN","FR000017","CAT4","8414","DIS",144422,956.401918
2024,"EEE","MEN","FR000017","CAT4","8414","FAB",3580,30.17244
2024,"EEE","MEN","FR000017","CAT4","8414","IMP",600950,3574.567118
2024,"EEE","MEN","FR000017","CAT4","8414","PMH",14665,71.137382
2024,"EEE","MEN","FR000017","CAT4","8414","REV",99613,406.9104
2024,"EEE","MEN","FR000017","CAT4","8415","DIS",28404,114.476174
2024,"EEE","MEN","FR000017","CAT4","8415","FAB",305073,4670.342
2024,"EEE","MEN","FR000017","CAT4","8415","IMP",599384,7541.256234
2024,"EEE","MEN","FR000017","CAT4","8415","PMH",5,0.05
2024,"EEE","MEN","FR000017","CAT4","8415","REV",270,1.7361
2024,"EEE","MEN","FR000017","CAT4","8416","DIS",3631,13.362768
2024,"EEE","MEN","FR000017","CAT4","8416","IMP",52517,167.66215
2024,"EEE","MEN","FR000017","CAT4","8417","DIS",879,6.26517
2024,"EEE","MEN","FR000017","CAT4","8417","IMP",45332,249.39804
2024,"EEE","MEN","FR000017","CAT4","8418","DIS",1594,12.65905
2024,"EEE","MEN","FR000017","CAT4","8418","IMP",29777,1446.646201
2024,"EEE","MEN","FR000017","CAT4","8419","DIS",963,15.398371
2024,"EEE","MEN","FR000017","CAT4","8419","FAB",963,10.20412
2024,"EEE","MEN","FR000017","CAT4","8419","IMP",42085,1272.496001
2024,"EEE","MEN","FR000017","CAT4","8419","PMH",194,2.282817
2024,"EEE","MEN","FR000017","CAT4","8419","REV",336,4.5394
2024,"EEE","MEN","FR000017","CAT4","8421","DIS",3379,78.574531
2024,"EEE","MEN","FR000017","CAT4","8421","FAB",10229,217.669391
2024,"EEE","MEN","FR000017","CAT4","8421","IMP",13947,46.719045
2024,"EEE","MEN","FR000017","CAT4","8421","REV",52,0.08711
2024,"EEE","MEN","FR000017","CAT4","8422","DIS",3897,79.119381
2024,"EEE","MEN","FR000017","CAT4","8422","FAB",292,4.79401
2024,"EEE","MEN","FR000017","CAT4","8422","IMP",115163,4512.16155
2024,"EEE","MEN","FR000017","CAT4","8422","PMH",450,15.69042
2024,"EEE","MEN","FR000017","CAT4","8422","REV",308,4.388
2024,"EEE","MEN","FR000017","CAT4","8423","DIS",31466,76.209097
2024,"EEE","MEN","FR000017","CAT4","8423","FAB",58,0.406
2024,"EEE","MEN","FR000017","CAT4","8423","IMP",454,0.928038
2024,"EEE","MEN","FR000017","CAT4","8424","DIS",66859,641.636259
2024,"EEE","MEN","FR000017","CAT4","8424","FAB",3,0.0084
2024,"EEE","MEN","FR000017","CAT4","8424","IMP",212603,1790.177354
2024,"EEE","MEN","FR000017","CAT4","8424","PMH",963,11.556
2024,"EEE","MEN","FR000017","CAT4","8424","REV",38494,516.433381
2024,"EEE","MEN","FR000017","CAT4","8425","DIS",14,0.46866
2024,"EEE","MEN","FR000017","CAT4","8425","IMP",239891,2630.512844
2024,"EEE","MEN","FR000017","CAT4","8427","DIS",2,0.040988
2024,"EEE","MEN","FR000017","CAT4","8428","DIS",40,0.51198
2024,"EEE","MEN","FR000017","CAT4","8428","FAB",3190,424.67
2024,"EEE","MEN","FR000017","CAT4","8428","IMP",281,7.608615
2024,"EEE","MEN","FR000017","CAT4","8430","DIS",6,0.522
2024,"EEE","MEN","FR000017","CAT4","8430","REV",5,0.2663
2024,"EEE","MEN","FR000017","CAT4","8431","FAB",197,24.052
2024,"EEE","MEN","FR000017","CAT4","8431","IMP",3,0.042
2024,"EEE","MEN","FR000017","CAT4","8432","DIS",12649,172.540502
2024,"EEE","MEN","FR000017","CAT4","8432","IMP",9999,109.752942
2024,"EEE","MEN","FR000017","CAT4","8433","DIS",63545,656.54689
2024,"EEE","MEN","FR000017","CAT4","8433","FAB",450,1.19
2024,"EEE","MEN","FR000017","CAT4","8433","IMP",223275,2697.143804
2024,"EEE","MEN","FR000017","CAT4","8433","PMH",41575,291.025
2024,"EEE","MEN","FR000017","CAT4","8433","REV",16412,466.27095
